Name,Name Stripped,FoundryId,Type,Origin,Search,HammergenId,Mapped,Note
Aide,aide,WBA0vgLdGsJ32ccS,career,foundry,#N/A,#N/A,#N/A,
Ambassador,ambassador,pI8vGV2VqT3BvnE8,career,foundry,#N/A,#N/A,#N/A,
Apothecary,apothecary,0Y29f5H8h6lyfT9f,career,foundry,apothecary,5cadc3ac5ad738101ce25013,TRUE,
Apothecary-General,apothecarygeneral,y0V0xRFindJiBUDz,career,foundry,#N/A,#N/A,#N/A,
Apothecary's Apprentice,apothecarysapprentice,Sb0vJ3jB6n4wJwwy,career,foundry,#N/A,#N/A,#N/A,
Apprentice Artisan,apprenticeartisan,AFv0J8Mq9cbmNEVc,career,foundry,#N/A,#N/A,#N/A,
Apprentice Artist,apprenticeartist,XYkcst2gjS4QUyZI,career,foundry,#N/A,#N/A,#N/A,
Artisan,artisan,wwt4F5amY5sxbXsq,career,foundry,artisan,5d189ff123353e73dca2ec81,TRUE,
Artist,artist,S0jyd05NzckWVstu,career,foundry,artist,5d188c0323353e73dca2ec73,TRUE,
Assassin,assassin,HtN6uHPj7sK6EWMZ,career,foundry,#N/A,#N/A,#N/A,
Attendant,attendant,QvPzxossG9zDSB2o,career,foundry,#N/A,#N/A,#N/A,
Bailiff,bailiff,9UWoLPwYyPV2TRnz,career,foundry,bailiff,5d16ad5c9ae1c87a18017579,TRUE,
Bandit King,banditking,g2vYtD3Mu7ujYTVF,career,foundry,#N/A,#N/A,#N/A,
Barge Master,bargemaster,RrZQrPRkSUvqkn8R,career,foundry,#N/A,#N/A,#N/A,
Bargeswain,bargeswain,yzgbXappuN7MRXUy,career,foundry,#N/A,#N/A,#N/A,
Barrister,barrister,qGgpt1BH2y3Q3J0A,career,foundry,#N/A,#N/A,#N/A,
Bawd,bawd,FLdR3uEEdQxkZiaP,career,foundry,bawd,5d17f0cd6dcd9568649b11e0,TRUE,
Beggar,beggar,QM906gNihyYSbJQ8,career,foundry,beggar,5d16a6e69ae1c87a18017577,TRUE,
Beggar King,beggarking,2ye9gbPW4QIR8HYY,career,foundry,#N/A,#N/A,#N/A,
Black Marketeer,blackmarketeer,bO6PkXjLPKCwK4QC,career,foundry,#N/A,#N/A,#N/A,
Boat-hand,boathand,MNaGRYlkySIdA6Nj,career,foundry,#N/A,#N/A,#N/A,
Boatman,boatman,rxWdmv2tUL0hoAc3,career,foundry,boatman,5d0fbfecff5ffa6a34fd1582,TRUE,
Boatswain,boatswain,zOfGEVtocyprCAZU,career,foundry,#N/A,#N/A,#N/A,
Body Snatcher,bodysnatcher,0r2H2xtQ21MqHlRv,career,foundry,#N/A,#N/A,#N/A,
Bounty Hunter,bountyhunter,J02PRoX8q5e0cDv6,career,foundry,bountyhunter,5d0fb3427cdabd5a64f9b77c,TRUE,
Bounty Hunter General,bountyhuntergeneral,6Abdn6XfJCSI2rWJ,career,foundry,#N/A,#N/A,#N/A,
Braggart,braggart,qMZiB9eBUEr7omX0,career,foundry,#N/A,#N/A,#N/A,
Brigand,brigand,0e98xv2tfsDRZ9kU,career,foundry,#N/A,#N/A,#N/A,
Broker,broker,7w3Y5lZXMBa7N0uV,career,foundry,#N/A,#N/A,#N/A,
Burgomeister,burgomeister,Bn5MHz2G7LJZxtpo,career,foundry,#N/A,#N/A,#N/A,
Busker,busker,vmFzpNOoQfMELqdM,career,foundry,#N/A,#N/A,#N/A,
Cargo Scavenger,cargoscavenger,WctdOXFfi2ShQLNh,career,foundry,#N/A,#N/A,#N/A,
Cat Burglar,catburglar,s9BcRjM1u2nE0JRD,career,foundry,#N/A,#N/A,#N/A,
Cavalryman,cavalryman,RK264JugQroGklvh,career,foundry,cavalryman,5cea68cc1fe52f242cc2887f,TRUE,
Chancellor,chancellor,SM95bBsq3ZUFo3YB,career,foundry,#N/A,#N/A,#N/A,
Charlatan,charlatan,HoIgGN5ORog5dkIl,career,foundry,charlatan,5d18774b23353e73dca2ec5b,TRUE,
Chartered Engineer,charteredengineer,APKQuY39j7RHzJZD,career,foundry,#N/A,#N/A,#N/A,
Clerk,clerk,0KNI4TzKqL2ZQfVl,career,foundry,#N/A,#N/A,#N/A,
Coach Master,coachmaster,g7Sts6Gzrcg4oDDI,career,foundry,#N/A,#N/A,#N/A,
Coachman,coachman,xyIZu4DfQSMtdH2t,career,foundry,coachman,5d17e63b6dcd9568649b11d5,TRUE,
Con Artist,conartist,RdnDGTwpYFhCID6N,career,foundry,#N/A,#N/A,#N/A,
Councilor,councilor,gb3Dy4ZgfB7VfBTM,career,foundry,#N/A,#N/A,#N/A,
Counsellor,counsellor,G9PT2bovEv02sVJJ,career,foundry,#N/A,#N/A,#N/A,
Courier,courier,KsiV56hwdm5dZ1RO,career,foundry,#N/A,#N/A,#N/A,
Courier-Captain,couriercaptain,8rVR4gVhsWeLo5Sf,career,foundry,#N/A,#N/A,#N/A,
Court Physician,courtphysician,9XJ7Qs6pY6IO01u6,career,foundry,#N/A,#N/A,#N/A,
Crime Lord,crimelord,SxQH3QslvNQaDZQK,career,foundry,#N/A,#N/A,#N/A,
Custodian,custodian,WvEHWvF7hoyNChqj,career,foundry,#N/A,#N/A,#N/A,
Daemon Slayer,daemonslayer,eIPqpYlN3H3CVCe4,career,foundry,#N/A,#N/A,#N/A,
Demagogue,demagogue,iW9bvaUXQ4QsZ3Re,career,foundry,#N/A,#N/A,#N/A,
Detective,detective,fiHq2JGODlbQRdKh,career,foundry,#N/A,#N/A,#N/A,
Diplomat,diplomat,WpZ7nJsXYukA4hQ9,career,foundry,#N/A,#N/A,#N/A,
Dock Master,dockmaster,9PTQfMr98E3ei3Fo,career,foundry,#N/A,#N/A,#N/A,
Dockhand,dockhand,p2PKXr5CDwln9AWS,career,foundry,#N/A,#N/A,#N/A,
Doktor,doktor,bVzgXlt8eRGyXLLC,career,foundry,#N/A,#N/A,#N/A,
Dragon Slayer,dragonslayer,nWFtlLdrGOhIJsMd,career,foundry,#N/A,#N/A,#N/A,
Duellist,duellist,nh8fc9wESGUgOnIh,career,foundry,duellist,5ce8248fb51ee94b1c1dd828,TRUE,
Duelmaster,duelmaster,DWAc2CYtbwx7zMwl,career,foundry,#N/A,#N/A,#N/A,
Engineer,engineer,ImUesrX52TXQyzvM,career,foundry,engineer,5cf98653c611a9288474f5ce,TRUE,
Entertainer,entertainer,pru2uoIq7hM13pYm,career,foundry,entertainer,5d18c5977209656444284f50,TRUE,
Envoy,envoy,E3z0o7AJ8cAFYKda,career,foundry,envoy,5d0f32eda6b5ad5d006b21e9,TRUE,
Explorer,explorer,RGrmA9jAFzrR5tH5,career,foundry,#N/A,#N/A,#N/A,
Exterminator,exterminator,vXxw8seyOyGKaFGf,career,foundry,#N/A,#N/A,#N/A,
Fellow,fellow,txoNWW53klRbo49P,career,foundry,#N/A,#N/A,#N/A,
Fence,fence,uNG01MDCaG4zcs6U,career,foundry,fence,5d18f0caeeb0ed74f060f68a,TRUE,
Fencer,fencer,UPATU6CmkbK1mNBe,career,foundry,#N/A,#N/A,#N/A,
First Knight,firstknight,GPhqluMBhCeTnyNJ,career,foundry,#N/A,#N/A,#N/A,
Flagellant,flagellant,j3PetZr6vZXRutml,career,foundry,flagellant,5d18d2eecce7347958f03025,TRUE,
Foreman,foreman,CJDvhhZbQ0UxxZKc,career,foundry,#N/A,#N/A,#N/A,
Fortune Teller,fortuneteller,jyfMHnPojhZVwF07,career,foundry,#N/A,#N/A,#N/A,
Gang Boss,gangboss,O0FIdOQphDl9hozq,career,foundry,#N/A,#N/A,#N/A,
Giant Slayer,giantslayer,d0uT5dtFmIbkbJ7l,career,foundry,#N/A,#N/A,#N/A,
Governor,governor,gWvUkc6mXh8LbsR9,career,foundry,#N/A,#N/A,#N/A,
Grave Robber,graverobber,eI3ibXzGlozn6GqV,career,foundry,graverobber,5d0fc3fdff5ffa6a34fd1586,TRUE,
Greenfish,greenfish,c6OwfEq0g8FcpxxC,career,foundry,#N/A,#N/A,#N/A,
Guard,guard,9q1yLMpfhX1bqvth,career,foundry,guard,5d0fcbc3ff5ffa6a34fd158d,TRUE,
Guard Officer,guardofficer,rAfHb0jmWhNfXaBl,career,foundry,#N/A,#N/A,#N/A,
Guide,guide,D8Bx5CgvvMpIkwSq,career,foundry,#N/A,#N/A,#N/A,
Guildmaster,guildmaster,2Ee9cU6fSa4Vecn7,career,foundry,#N/A,#N/A,#N/A,
Hedge Apprentice,hedgeapprentice,QreTSlhgK9IfwTJa,career,foundry,#N/A,#N/A,#N/A,
Hedge Master,hedgemaster,MvMAvys9IhMIgNqX,career,foundry,#N/A,#N/A,#N/A,
Hedge Witch,hedgewitch,7LERztK8LMIMwo4l,career,foundry,hedgewitch,5d188a2723353e73dca2ec70,TRUE,
Hedgewise,hedgewise,fa7YavtVsSc8QI7Q,career,foundry,#N/A,#N/A,#N/A,
Herald,herald,loPti7wWf1qN01zO,career,foundry,#N/A,#N/A,#N/A,
Herb Gatherer,herbgatherer,1cjF3aoozvxnOMb1,career,foundry,#N/A,#N/A,#N/A,
Herb Master,herbmaster,eBirX8K2qBxdOB45,career,foundry,#N/A,#N/A,#N/A,
Herbalist,herbalist,UPF7jOq9bqc6ABgb,career,foundry,herbalist,5d18be867209656444284f48,TRUE,
Herbwise,herbwise,un8r6R9QLrACK2pv,career,foundry,#N/A,#N/A,#N/A,
Hexer,hexer,MsrHDvVgAb8tUJec,career,foundry,#N/A,#N/A,#N/A,
High Priest,highpriest,lfRarot8alDa1WjG,career,foundry,#N/A,#N/A,#N/A,
Hitman,hitman,33COmPgYTVuXXIpK,career,foundry,#N/A,#N/A,#N/A,
Honour Guard,honourguard,pUf4a817P7iydsbN,career,foundry,#N/A,#N/A,#N/A,
Horseman,horseman,XuIDL2gpiFMleuVV,career,foundry,#N/A,#N/A,#N/A,
Huffer,huffer,vguGSNyf0hfxZ6RM,career,foundry,huffer,5d17ef976dcd9568649b11df,TRUE,
Hunter,hunter,CZByQsYSeVyCVbzO,career,foundry,hunter,5ce869e1e0055a4d2822cb35,TRUE,
Huntsmaster,huntsmaster,H9NZXz02SZXca8xp,career,foundry,#N/A,#N/A,#N/A,
Hustler,hustler,HVa2264i6PF7C8hz,career,foundry,#N/A,#N/A,#N/A,
Informer,informer,aOVRZJopZeR0acJs,career,foundry,#N/A,#N/A,#N/A,
Initiate,initiate,u2DMz1B0DyUHBi6Z,career,foundry,#N/A,#N/A,#N/A,
Inquisitor,inquisitor,FA6vYposVbL3caNR,career,foundry,#N/A,#N/A,#N/A,
Interrogator,interrogator,FbtA6PFHSH6iWaZk,career,foundry,#N/A,#N/A,#N/A,
Investigator,investigator,a5B7FYYaSarc95Xc,career,foundry,investigator,5cfabaed6cae6e5698164c4b,TRUE,
Judge,judge,vcHUiputmUcPem6f,career,foundry,#N/A,#N/A,#N/A,
Judicial Champion,judicialchampion,ZRS6U3ECK8n4mFZ4,career,foundry,#N/A,#N/A,#N/A,
Knight,knight,FhK6JOd3LSTlHwoa,career,foundry,knight,5d17f3be6dcd9568649b11e3,TRUE,
Knight of the Inner Circle,knightoftheinnercircle,Esy17RVOZQw2gShT,career,foundry,#N/A,#N/A,#N/A,
Landsman,landsman,1ZCpJlq7SU5Cj3te,career,foundry,#N/A,#N/A,#N/A,
Lawyer,lawyer,cxwio1lR9eZdrQiy,career,foundry,lawyer,5d0eb32ac773f26d50fcc95c,TRUE,
Lector,lector,UptqmlN6znCIOxNW,career,foundry,#N/A,#N/A,#N/A,
Light Cavalry Officer,lightcavalryofficer,mVx5unQ28vIpavOo,career,foundry,#N/A,#N/A,#N/A,
Light Cavalry Sergeant,lightcavalrysergeant,wPYrDuwdW4nJRcJt,career,foundry,#N/A,#N/A,#N/A,
Maestro,maestro,4mlbPdEWU4d7Lh7Y,career,foundry,#N/A,#N/A,#N/A,
Magistrate,magistrate,USvstPFloo15DIJ1,career,foundry,#N/A,#N/A,#N/A,
Magnate,magnate,WCS3mz3qmQbCc9j4,career,foundry,#N/A,#N/A,#N/A,
Master Apothecary,masterapothecary,oA7LO3muxy9LNEJD,career,foundry,#N/A,#N/A,#N/A,
Master Artisan,masterartisan,9xszp5m5KRmj3bxX,career,foundry,#N/A,#N/A,#N/A,
Master Artist,masterartist,VeKZTgIQSXEDte4i,career,foundry,#N/A,#N/A,#N/A,
Master Beggar,masterbeggar,xzfS4Gm90R7ViMI6,career,foundry,#N/A,#N/A,#N/A,
Master Bounty Hunter,masterbountyhunter,taJXX3aaKZfoNCBs,career,foundry,#N/A,#N/A,#N/A,
Master Engineer,masterengineer,NIom9HWXYywyGMLR,career,foundry,#N/A,#N/A,#N/A,
Master Fence,masterfence,HN1cbMIPZ25m7ABR,career,foundry,#N/A,#N/A,#N/A,
Master Investigator,masterinvestigator,jGYtrDe0sNACF2pB,career,foundry,#N/A,#N/A,#N/A,
Master Merchant,mastermerchant,mE6PJ1yIScBu6Tye,career,foundry,#N/A,#N/A,#N/A,
Master Miner,masterminer,hUZ9lx9v2AGrfHWU,career,foundry,#N/A,#N/A,#N/A,
Master Pedlar,masterpedlar,3VkgBaW5wgaSXlyS,career,foundry,#N/A,#N/A,#N/A,
Master Pilot,masterpilot,ISxI2dNkiRQn0P4n,career,foundry,#N/A,#N/A,#N/A,
Master Smuggler,mastersmuggler,QUjbPexRsKhqVDgq,career,foundry,#N/A,#N/A,#N/A,
Master Thief,masterthief,4xxp72XMEqj6y25g,career,foundry,#N/A,#N/A,#N/A,
Master Wizard,masterwizard,1DIMUn1Cj5rohWJV,career,foundry,#N/A,#N/A,#N/A,
Menial,menial,6846o00SGHkRuZB8,career,foundry,#N/A,#N/A,#N/A,
Merchant,merchant,eFMNueIi3zp6vs6e,career,foundry,merchant,5ce1c0d284577f3a58e9b5de,TRUE,
Merchant Prince,merchantprince,8llxzvd0M3P59ctr,career,foundry,#N/A,#N/A,#N/A,
Messenger,messenger,F6Q1mrBHZvKzHDkT,career,foundry,messenger,5d17eaf76dcd9568649b11d9,TRUE,
Mine Foreman,mineforeman,3qe5qu3es4bnKwwR,career,foundry,#N/A,#N/A,#N/A,
Miner,miner,oVOBKzVocBrnrpZX,career,foundry,miner,5d0f3b13a6b5ad5d006b21f1,TRUE,
Mystic,mystic,5C8dpF6YYiz7clnl,career,foundry,mystic,5d18c1a17209656444284f4e,TRUE,
Noble,noble,GYIOEWXugK9Dofg7,career,foundry,noble,5d18ba157209656444284f45,TRUE,
Noble Lord,noblelord,huYKd0sYPnF4ReB0,career,foundry,#N/A,#N/A,#N/A,
Novitiate (Nun),novitiatenun,Zst72kU4epCqabW9,career,foundry,#N/A,#N/A,#N/A,
Novitiate (Warrior Priest),novitiatewarriorpriest,OERQpwcRziRTeQRb,career,foundry,#N/A,#N/A,#N/A,
Nun,nun,Lkk2NQC1dkUb6yOS,career,foundry,nun,5d1690d2339d63247c167c85,TRUE,
Officer,officer,RjhqM27l48WfRepK,career,foundry,#N/A,#N/A,#N/A,
Outlaw,outlaw,9631KpCQa7jvhmgS,career,foundry,outlaw,5d06832548a38f3b4c12ef5d,TRUE,
Outlaw Chief,outlawchief,qXOceBlJefsWFlUI,career,foundry,#N/A,#N/A,#N/A,
Pamphleteer,pamphleteer,OecIbh44q1oXuOAT,career,foundry,#N/A,#N/A,#N/A,
Pathfinder,pathfinder,nCijLyJxZ8UfeNfV,career,foundry,#N/A,#N/A,#N/A,
Pauper,pauper,s6I8dderSh1Iu3fe,career,foundry,#N/A,#N/A,#N/A,
Peasant,peasant,wlH2GnvZKA4zvdn8,career,foundry,#N/A,#N/A,#N/A,
Pedlar,pedlar,XseDIYgXCdNuV0pL,career,foundry,pedlar,5d18859523353e73dca2ec69,TRUE,
Penitent,penitent,zZ2QaJ9EHJlh1QbW,career,foundry,#N/A,#N/A,#N/A,
Physician,physician,8bbV2yHKeT6QeOKd,career,foundry,physician,5d169757339d63247c167c8d,TRUE,
Physician's Apprentice,physiciansapprentice,qwNXUbgbXcegmh8l,career,foundry,#N/A,#N/A,#N/A,
Pilot,pilot,PIPU1glIR4jx1Z2E,career,foundry,pilot,5ce9ba43c831083940ff584d,TRUE,
Pit Champion,pitchampion,KVAOh3zmvzqAbhBr,career,foundry,#N/A,#N/A,#N/A,
Pit Fighter,pitfighter,rCoMyLXDnggBFqUB,career,foundry,pitfighter,5d06a11bbbde575820bf30a4,TRUE,
Pit Legend,pitlegend,QdEWdjfjIdrQAKUO,career,foundry,#N/A,#N/A,#N/A,
Postilion,postilion,GPruqXhcAaHQYucf,career,foundry,#N/A,#N/A,#N/A,
Priest,priest,AtWEBwIobFnhbQy7,career,foundry,priest,5d188f4723353e73dca2ec75,TRUE,
Priest Captain,priestcaptain,20R2NFpiGkiyhwdE,career,foundry,#N/A,#N/A,#N/A,
Priest Sergeant,priestsergeant,6D6FQRqfc6F3L5vZ,career,foundry,#N/A,#N/A,#N/A,
Prioress General,prioressgeneral,qG1ICjU4hcAhrpmW,career,foundry,#N/A,#N/A,#N/A,
Procurer,procurer,BLHdxZVBGTrrGdxO,career,foundry,#N/A,#N/A,#N/A,
Professor,professor,IeHydxYWUYrmEdPy,career,foundry,#N/A,#N/A,#N/A,
Prophet of Doom,prophetofdoom,zDdI21hXufHuDarS,career,foundry,#N/A,#N/A,#N/A,
Prospector,prospector,tJEgkiklMFep6FMN,career,foundry,#N/A,#N/A,#N/A,
Protagonist,protagonist,ZydFv9TTPvmihnR1,career,foundry,protagonist,5d1872ef23353e73dca2ec58,TRUE,
Prowler,prowler,Ahe89KQIXpeadscI,career,foundry,#N/A,#N/A,#N/A,
Pugilist,pugilist,PGhUdEZmFUe7vTWK,career,foundry,#N/A,#N/A,#N/A,
Rabble Rouser,rabblerouser,KuG92SPVmXnbtdF5,career,foundry,#N/A,#N/A,#N/A,
Racketeer,racketeer,5WR3ZoMOeEzz5iPc,career,foundry,racketeer,5d18f2deeeb0ed74f060f68e,TRUE,
Rat Catcher,ratcatcher,rydO4uzu7Ehatm5t,career,foundry,ratcatcher,5d18b74f7209656444284f42,TRUE,
Rat Hunter,rathunter,aUb8sUfqyVyjGYO5,career,foundry,#N/A,#N/A,#N/A,
Recruit,recruit,wSEGXXkc6swDkuJJ,career,foundry,#N/A,#N/A,#N/A,
Reeve,reeve,albRTMyj0Fsr2u6A,career,foundry,#N/A,#N/A,#N/A,
Ringleader,ringleader,Q1sXSEtjvMVxd5xi,career,foundry,#N/A,#N/A,#N/A,
River Elder,riverelder,7A4HCcddeMYG3EZ6,career,foundry,#N/A,#N/A,#N/A,
River Pirate,riverpirate,qLoFG3o3tIgiYJOv,career,foundry,#N/A,#N/A,#N/A,
River Recruit,riverrecruit,RqHOwFXhYtTWKiNP,career,foundry,#N/A,#N/A,#N/A,
River Runner,riverrunner,v6OhQFxpriyKJyVO,career,foundry,#N/A,#N/A,#N/A,
Riverguide,riverguide,YCyo4r3rZ2gMUz9Q,career,foundry,riverguide,5d17ed936dcd9568649b11de,TRUE,
Riverwarden,riverwarden,CXSKOpjA7a2kqWSq,career,foundry,riverwarden,5ce9bdd6c831083940ff5852,TRUE,
Riverwise,riverwise,AJTl72JcueF1YGgg,career,foundry,#N/A,#N/A,#N/A,
Riverwoman,riverwoman,gmQjHw6wYJu4gd7b,career,foundry,riverwoman,5d187f8423353e73dca2ec65,TRUE,
Road Captain,roadcaptain,XV2OQCwhnLVdAgON,career,foundry,#N/A,#N/A,#N/A,
Road Sergeant,roadsergeant,91unnpsRgrNFLZ18,career,foundry,#N/A,#N/A,#N/A,
Road Warden,roadwarden,fyeFolXwsxNfU30b,career,foundry,roadwarden,5d15017d2407427648a7654f,TRUE,
Route Master,routemaster,G6o2q7tPhw4sgdOY,career,foundry,#N/A,#N/A,#N/A,
Runner,runner,t87v2oOpnztzrBPW,career,foundry,#N/A,#N/A,#N/A,
Sage,sage,L4FGhEguFJVNWk6O,career,foundry,#N/A,#N/A,#N/A,
Scholar,scholar,zmC4qBprmNxFNo2W,career,foundry,scholar,5d1892a323353e73dca2ec78,TRUE,
Scion,scion,BmttbXNr3ZwydNUo,career,foundry,#N/A,#N/A,#N/A,
Scoundrel,scoundrel,yRRDOZ82C4ZLR6ju,career,foundry,#N/A,#N/A,#N/A,
Scout,scout,4bCFwNAaudD9wb40,career,foundry,scout,5cfbf74cf85c764dd8a5e90b,TRUE,
Seaman,seaman,w5rHYhqw0bT15LCr,career,foundry,seaman,5d06733848a38f3b4c12ef59,TRUE,
Seer,seer,zS1aRUvoj8fJIF3P,career,foundry,#N/A,#N/A,#N/A,
Seneschal,seneschal,m2viFvv0MaXuxRit,career,foundry,#N/A,#N/A,#N/A,
Sentry,sentry,gTxHixydLdCoWRmj,career,foundry,#N/A,#N/A,#N/A,
Sergeant,sergeant,8vPHNztfk9x7K2Na,career,foundry,#N/A,#N/A,#N/A,
Servant,servant,S8MLQJK4n7pTGKHn,career,foundry,servant,5d18bb887209656444284f46,TRUE,
Sewer Jack,sewerjack,fGwpty6AE9ZmRs9B,career,foundry,#N/A,#N/A,#N/A,
Ship's Master,shipsmaster,Ot8ZcvD78wPnJzkE,career,foundry,#N/A,#N/A,#N/A,
Shipsword,shipsword,FOGWbyemEGAkK746,career,foundry,#N/A,#N/A,#N/A,
Shipsword Master,shipswordmaster,VIEEddQ4IW7Fjq2b,career,foundry,#N/A,#N/A,#N/A,
Sleuth,sleuth,AQmofCPcdFZNXCV6,career,foundry,#N/A,#N/A,#N/A,
Smuggler,smuggler,pVOuGshzCvWjNv2q,career,foundry,smuggler,5d18ed3beeb0ed74f060f685,TRUE,
Smuggler King,smugglerking,XCfd7wimn69mZW9T,career,foundry,#N/A,#N/A,#N/A,
Soldier,soldier,FgVH1pPS9oRq0o2Z,career,foundry,soldier,5d0ff18d8332bf4c94ed6ea1,TRUE,
Spy,spy,QXZoHPoHFmDuTHpy,career,foundry,spy,5cec547b0e6e5834986ea456,TRUE,
Spymaster,spymaster,cd8BJlDQUF1xoiSm,career,foundry,#N/A,#N/A,#N/A,
Squire,squire,FrPCbQ7fq1Fchthn,career,foundry,#N/A,#N/A,#N/A,
Stevedore,stevedore,oce4kxrsImFS7zlW,career,foundry,stevedore,5d18eee8eeb0ed74f060f688,TRUE,
Steward,steward,WO6jKc1N37H2ZzwN,career,foundry,#N/A,#N/A,#N/A,
Student,student,PiHjiktsOzTTn6U7,career,foundry,#N/A,#N/A,#N/A,
Student Engineer,studentengineer,4TgG1CMJ0zoVPbiZ,career,foundry,#N/A,#N/A,#N/A,
Student Lawyer,studentlawyer,ZSet34kUw1Bu1PDx,career,foundry,#N/A,#N/A,#N/A,
Swindler,swindler,5hmNqNxXRy3RjcFV,career,foundry,#N/A,#N/A,#N/A,
Tax Collector,taxcollector,kOmgIJIYcylhEUWK,career,foundry,#N/A,#N/A,#N/A,
Thief,thief,KEEmMZK5mpcoRU69,career,foundry,thief,5ce9e3fb0573c70904e29443,TRUE,
Thief-taker,thieftaker,t1TD7YCRFbjiicvi,career,foundry,#N/A,#N/A,#N/A,
Thug,thug,VPKFN1VePTy3CY7V,career,foundry,#N/A,#N/A,#N/A,
Toll Keeper,tollkeeper,4a69lleVImbw3JhI,career,foundry,#N/A,#N/A,#N/A,
Tomb Robber,tombrobber,FaAdpduKD4aUWAOg,career,foundry,#N/A,#N/A,#N/A,
Town Councilor,towncouncilor,Gwp6K1rKShTQshqB,career,foundry,#N/A,#N/A,#N/A,
Townsman,townsman,WuNc5hU1HoUS5gPa,career,foundry,townsman,5d188d7923353e73dca2ec74,TRUE,
Tracker,tracker,mokSUD62vhpKue2Z,career,foundry,tracker,6711778849960d0001cb3e39,TRUE,
Trader,trader,2aKiMpKfVnXWNfmy,career,foundry,#N/A,#N/A,#N/A,
Trapper,trapper,LYBKDZ0AhutYewfD,career,foundry,trapper,5ce8579906ad2230542604e8,TRUE,
Treasure Hunter,treasurehunter,ufAAH4fyE4qfkH2c,career,foundry,#N/A,#N/A,#N/A,
Troll Slayer,trollslayer,ltGl3eXxujQ23al3,career,foundry,#N/A,#N/A,#N/A,
Troubadour,troubadour,bNwRfl5P64gXgZON,career,foundry,#N/A,#N/A,#N/A,
Troupe Leader,troupeleader,dNd0JKvUqjP3kiuy,career,foundry,#N/A,#N/A,#N/A,
Vagabond,vagabond,eyKlEVLcSOvemRzp,career,foundry,#N/A,#N/A,#N/A,
Village Elder,villageelder,3UCjABRxB1GhbThg,career,foundry,#N/A,#N/A,#N/A,
Villager,villager,TvTXvNwAR0hYz0FM,career,foundry,villager,5d15230f7562294528084969,TRUE,
Wandering Trader,wanderingtrader,vkfLXwz3Vpi13LqP,career,foundry,#N/A,#N/A,#N/A,
Warden,warden,ET4PZxqQ4RyBBWgN,career,foundry,warden,5d1526ca756229452808496c,TRUE,
Warlock,warlock,B0RRDSUqaCVp6P7h,career,foundry,#N/A,#N/A,#N/A,
Warrior Priest,warriorpriest,y8XGpUCRkxdnn0ys,career,foundry,warriorpriest,5d18f8fdeeb0ed74f060f695,TRUE,
Watch Captain,watchcaptain,MR0d08qmDDbqujmS,career,foundry,#N/A,#N/A,#N/A,
Watch Recruit,watchrecruit,C8pqV1AJgqS6vUd6,career,foundry,#N/A,#N/A,#N/A,
Watch Sergeant,watchsergeant,1N1QMGBQJUV072w4,career,foundry,#N/A,#N/A,#N/A,
Watchman,watchman,LobXt1Wa3x3EogpB,career,foundry,watchman,5d153e67a5ec9b6f484a2ef2,TRUE,
Witch,witch,NcLVAmFCMddUGUl3,career,foundry,witch,5d14fbdb2407427648a7654c,TRUE,
Witch Hunter,witchhunter,fixdd2ulR5HUyeoi,career,foundry,witchhunter,5ce97f671140dc340416969f,TRUE,
Witchfinder General,witchfindergeneral,vsfAkV0SktCjFgKA,career,foundry,#N/A,#N/A,#N/A,
Wizard,wizard,JeWuOwm0nM4V1brh,career,foundry,wizard,5d18994523353e73dca2ec7b,TRUE,
Wizard Lord,wizardlord,bTPBxrayfzeVmGsh,career,foundry,#N/A,#N/A,#N/A,
Wizard's Apprentice,wizardsapprentice,WiMLDa950d9wsbbZ,career,foundry,#N/A,#N/A,#N/A,
Wrecker,wrecker,SZLtCpySoeyZ6Sgw,career,foundry,wrecker,5d14ff382407427648a7654d,TRUE,
Wrecker Captain,wreckercaptain,ho9cOHfrG2Zbeb7q,career,foundry,#N/A,#N/A,#N/A,
Wyrd,wyrd,CNoXG2ZZUudm8paf,career,foundry,#N/A,#N/A,#N/A,
Zealot,zealot,UQMYUKgXAi2QFhFn,career,foundry,#N/A,#N/A,#N/A,
Abacus,abacus,Ldf5kDBob8H0v6iV,item,foundry,abacus,5f5fabbc807c850c3dcd01c4,TRUE,
"Ale, Keg",alekeg,jyphOMwPqNU9KgmS,item,foundry,alekeg,5f62840fbec9ed380458174f,TRUE,
"Ale, pint",alepint,N8HJlumE3hOgpPC2,item,foundry,alekeg,5f62840fbec9ed380458174f,FALSE,
Amulet,amulet,o6VOoj3KUlkfLCia,item,foundry,amulet,5f5e93e613ccf32ae905fc94,TRUE,
Animal Trap,animaltrap,k0KeWhPgFGUcOgs0,item,foundry,animaltrap,5f5fabeb13ccf32ae905fc9d,TRUE,
Antitoxin Kit,antitoxinkit,hhImniNwHKmcC6FK,item,foundry,antitoxinkit,5f5fac28bec9ed3804581741,TRUE,
Arrow,arrow,6GNNpWIGxO9CkTCR,item,foundry,arrow,5cebe13be1eba33c449de827,TRUE,
Backpack,backpack,kJziKlct30lfAiYA,item,foundry,backpack,5c7c471aa5bf011060938b64,TRUE,
Ball,ball,EE0feq68GJtdw1Nq,item,foundry,ball,5f628b49807c850c3dcd01d7,TRUE,
Bandage,bandage,1wtW4N8l3UKwlLI3,item,foundry,bandage,5f628b8cbec9ed3804581754,TRUE,
Barrel,barrel,4hyL1z3ayI3ligQE,item,foundry,barrel,5f62807513ccf32ae905fcab,TRUE,
